id,date,store_nbr,family,sales,onpromotion
2690838,2017-02-23,1,HOME CARE,182.0,3
2690839,2017-02-23,1,LADIESWEAR,9.0,0
2690840,2017-02-23,1,LAWN AND GARDEN,9.0,0
2690841,2017-02-23,1,LINGERIE,5.0,0
2690842,2017-02-23,1,"LIQUOR,WINE,BEER",109.0,0
2690843,2017-02-23,1,MAGAZINES,9.0,0
2690844,2017-02-23,1,MEATS,264.777,0
2690845,2017-02-23,1,PERSONAL CARE,167.0,8
2690846,2017-02-23,1,PET SUPPLIES,5.0,0
2690847,2017-02-23,1,PLAYERS AND ELECTRONICS,12.0,0
2690848,2017-02-23,1,POULTRY,264.01498,0
2690849,2017-02-23,1,PREPARED FOODS,106.770996,0
2690850,2017-02-23,1,PRODUCE,2138.086,3
2690851,2017-02-23,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
2690852,2017-02-23,1,SEAFOOD,19.188,0
2692602,2017-02-24,1,AUTOMOTIVE,13.0,0
2692603,2017-02-24,1,BABY CARE,0.0,0
2692604,2017-02-24,1,BEAUTY,4.0,1
2692605,2017-02-24,1,BEVERAGES,2508.0,14
2692606,2017-02-24,1,BOOKS,0.0,0
2692607,2017-02-24,1,BREAD/BAKERY,387.487,5
2692608,2017-02-24,1,CELEBRATION,9.0,0
2692609,2017-02-24,1,CLEANING,682.0,13
2692610,2017-02-24,1,DAIRY,791.0,13
2692611,2017-02-24,1,DELI,192.513,52
2692612,2017-02-24,1,EGGS,175.0,27
2692613,2017-02-24,1,FROZEN FOODS,135.502,2
2692614,2017-02-24,1,GROCERY I,3120.0,66
2692615,2017-02-24,1,GROCERY II,13.0,1
2692616,2017-02-24,1,HARDWARE,4.0,0
2692617,2017-02-24,1,HOME AND KITCHEN I,9.0,0
2692618,2017-02-24,1,HOME AND KITCHEN II,43.0,1
2692619,2017-02-24,1,HOME APPLIANCES,1.0,0
2692620,2017-02-24,1,HOME CARE,177.0,4
2692621,2017-02-24,1,LADIESWEAR,17.0,0
2692622,2017-02-24,1,LAWN AND GARDEN,18.0,0
2692623,2017-02-24,1,LINGERIE,10.0,0
2692624,2017-02-24,1,"LIQUOR,WINE,BEER",126.0,1
2692625,2017-02-24,1,MAGAZINES,18.0,0
2692626,2017-02-24,1,MEATS,701.473,50
2692627,2017-02-24,1,PERSONAL CARE,143.0,7
2692628,2017-02-24,1,PET SUPPLIES,7.0,0
2692629,2017-02-24,1,PLAYERS AND ELECTRONICS,12.0,0
2692630,2017-02-24,1,POULTRY,526.751,39
2692631,2017-02-24,1,PREPARED FOODS,137.385,1
2692632,2017-02-24,1,PRODUCE,2294.973,3
2692633,2017-02-24,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
2692634,2017-02-24,1,SEAFOOD,34.159,6
2694384,2017-02-25,1,AUTOMOTIVE,2.0,0
2694385,2017-02-25,1,BABY CARE,0.0,0
2694386,2017-02-25,1,BEAUTY,2.0,1
2694387,2017-02-25,1,BEVERAGES,2198.0,15
2694388,2017-02-25,1,BOOKS,0.0,0
2694389,2017-02-25,1,BREAD/BAKERY,353.808,5
2694390,2017-02-25,1,CELEBRATION,7.0,0
2694391,2017-02-25,1,CLEANING,651.0,11
2694392,2017-02-25,1,DAIRY,705.0,13
2694393,2017-02-25,1,DELI,156.32,4
2694394,2017-02-25,1,EGGS,136.0,1
2694395,2017-02-25,1,FROZEN FOODS,88.0,2
2694396,2017-02-25,1,GROCERY I,2741.0,67
2694397,2017-02-25,1,GROCERY II,8.0,1
2694398,2017-02-25,1,HARDWARE,0.0,0
2694399,2017-02-25,1,HOME AND KITCHEN I,12.0,1
2694400,2017-02-25,1,HOME AND KITCHEN II,32.0,2
2694401,2017-02-25,1,HOME APPLIANCES,1.0,0
2694402,2017-02-25,1,HOME CARE,194.0,3
2694403,2017-02-25,1,LADIESWEAR,9.0,0
2694404,2017-02-25,1,LAWN AND GARDEN,8.0,0
2694405,2017-02-25,1,LINGERIE,7.0,0
2694406,2017-02-25,1,"LIQUOR,WINE,BEER",123.0,1
2694407,2017-02-25,1,MAGAZINES,14.0,0
2694408,2017-02-25,1,MEATS,314.033,1
2694409,2017-02-25,1,PERSONAL CARE,135.0,6
2694410,2017-02-25,1,PET SUPPLIES,8.0,0
2694411,2017-02-25,1,PLAYERS AND ELECTRONICS,7.0,0
2694412,2017-02-25,1,POULTRY,248.647,0
2694413,2017-02-25,1,PREPARED FOODS,84.598,0
2694414,2017-02-25,1,PRODUCE,2237.426,3
2694415,2017-02-25,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
2694416,2017-02-25,1,SEAFOOD,33.493,0
2696166,2017-02-26,1,AUTOMOTIVE,1.0,0
2696167,2017-02-26,1,BABY CARE,0.0,0
2696168,2017-02-26,1,BEAUTY,1.0,0
2696169,2017-02-26,1,BEVERAGES,690.0,9
2696170,2017-02-26,1,BOOKS,0.0,0
2696171,2017-02-26,1,BREAD/BAKERY,124.075,3
2696172,2017-02-26,1,CELEBRATION,0.0,0
2696173,2017-02-26,1,CLEANING,220.0,12
2696174,2017-02-26,1,DAIRY,227.0,13
2696175,2017-02-26,1,DELI,44.641,4
2696176,2017-02-26,1,EGGS,53.0,1
2696177,2017-02-26,1,FROZEN FOODS,24.0,2
2696178,2017-02-26,1,GROCERY I,927.0,50
2696179,2017-02-26,1,GROCERY II,5.0,1
2696180,2017-02-26,1,HARDWARE,0.0,0
2696181,2017-02-26,1,HOME AND KITCHEN I,4.0,0
2696182,2017-02-26,1,HOME AND KITCHEN II,0.0,0
2696183,2017-02-26,1,HOME APPLIANCES,0.0,0
2696184,2017-02-26,1,HOME CARE,55.0,3
2696185,2017-02-26,1,LADIESWEAR,5.0,0
2696186,2017-02-26,1,LAWN AND GARDEN,9.0,0
2696187,2017-02-26,1,LINGERIE,2.0,0
2696188,2017-02-26,1,"LIQUOR,WINE,BEER",41.0,0
2696189,2017-02-26,1,MAGAZINES,3.0,0
2696190,2017-02-26,1,MEATS,82.119,0
2696191,2017-02-26,1,PERSONAL CARE,43.0,2
2696192,2017-02-26,1,PET SUPPLIES,4.0,0
2696193,2017-02-26,1,PLAYERS AND ELECTRONICS,3.0,0
2696194,2017-02-26,1,POULTRY,111.314,0
2696195,2017-02-26,1,PREPARED FOODS,31.119999,0
2696196,2017-02-26,1,PRODUCE,754.585,3
2696197,2017-02-26,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
2696198,2017-02-26,1,SEAFOOD,10.172,0
2697948,2017-02-27,1,AUTOMOTIVE,3.0,0
2697949,2017-02-27,1,BABY CARE,0.0,0
2697950,2017-02-27,1,BEAUTY,0.0,0
2697951,2017-02-27,1,BEVERAGES,669.0,11
2697952,2017-02-27,1,BOOKS,0.0,0
2697953,2017-02-27,1,BREAD/BAKERY,104.888,1
2697954,2017-02-27,1,CELEBRATION,0.0,0
2697955,2017-02-27,1,CLEANING,145.0,9
2697956,2017-02-27,1,DAIRY,183.0,9
2697957,2017-02-27,1,DELI,46.528,2
2697958,2017-02-27,1,EGGS,35.0,1
2697959,2017-02-27,1,FROZEN FOODS,22.0,2
2697960,2017-02-27,1,GROCERY I,762.0,52
2697961,2017-02-27,1,GROCERY II,16.0,1
2697962,2017-02-27,1,HARDWARE,0.0,0
2697963,2017-02-27,1,HOME AND KITCHEN I,0.0,0
2697964,2017-02-27,1,HOME AND KITCHEN II,3.0,0
2697965,2017-02-27,1,HOME APPLIANCES,2.0,0
2697966,2017-02-27,1,HOME CARE,39.0,2
2697967,2017-02-27,1,LADIESWEAR,4.0,0
2697968,2017-02-27,1,LAWN AND GARDEN,3.0,0
2697969,2017-02-27,1,LINGERIE,2.0,0
2697970,2017-02-27,1,"LIQUOR,WINE,BEER",42.0,0
2697971,2017-02-27,1,MAGAZINES,4.0,0
2697972,2017-02-27,1,MEATS,66.156,0
2697973,2017-02-27,1,PERSONAL CARE,32.0,3
2697974,2017-02-27,1,PET SUPPLIES,0.0,0
2697975,2017-02-27,1,PLAYERS AND ELECTRONICS,4.0,0
2697976,2017-02-27,1,POULTRY,80.938,0
2697977,2017-02-27,1,PREPARED FOODS,42.375,0
2697978,2017-02-27,1,PRODUCE,633.76,0
2697979,2017-02-27,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
2697980,2017-02-27,1,SEAFOOD,6.396,0
2699730,2017-02-28,1,AUTOMOTIVE,2.0,0
2699731,2017-02-28,1,BABY CARE,0.0,0
2699732,2017-02-28,1,BEAUTY,2.0,1
2699733,2017-02-28,1,BEVERAGES,1059.0,11
2699734,2017-02-28,1,BOOKS,0.0,0
2699735,2017-02-28,1,BREAD/BAKERY,134.242,4
2699736,2017-02-28,1,CELEBRATION,7.0,0
2699737,2017-02-28,1,CLEANING,309.0,13
2699738,2017-02-28,1,DAIRY,361.0,8
2699739,2017-02-28,1,DELI,61.934,4
2699740,2017-02-28,1,EGGS,74.0,1
2699741,2017-02-28,1,FROZEN FOODS,77.471,1
2699742,2017-02-28,1,GROCERY I,1392.0,53
2699743,2017-02-28,1,GROCERY II,3.0,0
2699744,2017-02-28,1,HARDWARE,0.0,0
2699745,2017-02-28,1,HOME AND KITCHEN I,7.0,0
2699746,2017-02-28,1,HOME AND KITCHEN II,6.0,1
2699747,2017-02-28,1,HOME APPLIANCES,0.0,0
2699748,2017-02-28,1,HOME CARE,77.0,1
2699749,2017-02-28,1,LADIESWEAR,8.0,0
2699750,2017-02-28,1,LAWN AND GARDEN,4.0,0
2699751,2017-02-28,1,LINGERIE,3.0,0
2699752,2017-02-28,1,"LIQUOR,WINE,BEER",62.0,1
2699753,2017-02-28,1,MAGAZINES,4.0,0
2699754,2017-02-28,1,MEATS,111.985,1
2699755,2017-02-28,1,PERSONAL CARE,64.0,6
2699756,2017-02-28,1,PET SUPPLIES,1.0,0
2699757,2017-02-28,1,PLAYERS AND ELECTRONICS,5.0,0
2699758,2017-02-28,1,POULTRY,204.396,0
2699759,2017-02-28,1,PREPARED FOODS,45.4,0
2699760,2017-02-28,1,PRODUCE,1454.561,3
2699761,2017-02-28,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
2699762,2017-02-28,1,SEAFOOD,13.768,0
2701512,2017-03-01,1,AUTOMOTIVE,1.0,0
2701513,2017-03-01,1,BABY CARE,0.0,0
2701514,2017-03-01,1,BEAUTY,3.0,1
2701515,2017-03-01,1,BEVERAGES,3343.0,25
2701516,2017-03-01,1,BOOKS,0.0,0
2701517,2017-03-01,1,BREAD/BAKERY,564.652,22
2701518,2017-03-01,1,CELEBRATION,14.0,0
2701519,2017-03-01,1,CLEANING,1029.0,11
2701520,2017-03-01,1,DAIRY,1162.0,31
2701521,2017-03-01,1,DELI,165.752,5
2701522,2017-03-01,1,EGGS,215.0,4
2701523,2017-03-01,1,FROZEN FOODS,158.0,1
2701524,2017-03-01,1,GROCERY I,3628.0,71
2701525,2017-03-01,1,GROCERY II,23.0,0
2701526,2017-03-01,1,HARDWARE,0.0,0
2701527,2017-03-01,1,HOME AND KITCHEN I,7.0,2
2701528,2017-03-01,1,HOME AND KITCHEN II,30.0,1
2701529,2017-03-01,1,HOME APPLIANCES,0.0,0
2701530,2017-03-01,1,HOME CARE,258.0,5
2701531,2017-03-01,1,LADIESWEAR,22.0,0
2701532,2017-03-01,1,LAWN AND GARDEN,28.0,5
2701533,2017-03-01,1,LINGERIE,10.0,0
2701534,2017-03-01,1,"LIQUOR,WINE,BEER",92.0,1
2701535,2017-03-01,1,MAGAZINES,11.0,0
2701536,2017-03-01,1,MEATS,367.102,0
2701537,2017-03-01,1,PERSONAL CARE,188.0,8
2701538,2017-03-01,1,PET SUPPLIES,9.0,0
2701539,2017-03-01,1,PLAYERS AND ELECTRONICS,12.0,0
2701540,2017-03-01,1,POULTRY,420.864,0
2701541,2017-03-01,1,PREPARED FOODS,117.784,1
2701542,2017-03-01,1,PRODUCE,4897.014,216
2701543,2017-03-01,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
2701544,2017-03-01,1,SEAFOOD,43.295,0
2703294,2017-03-02,1,AUTOMOTIVE,3.0,0
2703295,2017-03-02,1,BABY CARE,0.0,0
2703296,2017-03-02,1,BEAUTY,8.0,1
2703297,2017-03-02,1,BEVERAGES,2519.0,20
2703298,2017-03-02,1,BOOKS,0.0,0
2703299,2017-03-02,1,BREAD/BAKERY,410.388,18
2703300,2017-03-02,1,CELEBRATION,22.0,0
2703301,2017-03-02,1,CLEANING,924.0,10
2703302,2017-03-02,1,DAIRY,848.0,31
2703303,2017-03-02,1,DELI,129.168,0
2703304,2017-03-02,1,EGGS,160.0,1
2703305,2017-03-02,1,FROZEN FOODS,84.0,2
2703306,2017-03-02,1,GROCERY I,3323.0,52
2703307,2017-03-02,1,GROCERY II,23.0,0
2703308,2017-03-02,1,HARDWARE,2.0,0
2703309,2017-03-02,1,HOME AND KITCHEN I,24.0,2
2703310,2017-03-02,1,HOME AND KITCHEN II,17.0,1
2703311,2017-03-02,1,HOME APPLIANCES,0.0,0
2703312,2017-03-02,1,HOME CARE,259.0,5
2703313,2017-03-02,1,LADIESWEAR,17.0,0
2703314,2017-03-02,1,LAWN AND GARDEN,9.0,0
2703315,2017-03-02,1,LINGERIE,5.0,0
2703316,2017-03-02,1,"LIQUOR,WINE,BEER",102.0,1
2703317,2017-03-02,1,MAGAZINES,11.0,0
2703318,2017-03-02,1,MEATS,379.065,0
2703319,2017-03-02,1,PERSONAL CARE,201.0,7
2703320,2017-03-02,1,PET SUPPLIES,2.0,0
2703321,2017-03-02,1,PLAYERS AND ELECTRONICS,6.0,0
2703322,2017-03-02,1,POULTRY,325.228,0
2703323,2017-03-02,1,PREPARED FOODS,126.46,0
2703324,2017-03-02,1,PRODUCE,2813.022,4
2703325,2017-03-02,1,SCHOOL AND OFFICE SUPPLIES,1.0,0
2703326,2017-03-02,1,SEAFOOD,28.554,0
2705076,2017-03-03,1,AUTOMOTIVE,5.0,0
2705077,2017-03-03,1,BABY CARE,0.0,0
2705078,2017-03-03,1,BEAUTY,9.0,1
2705079,2017-03-03,1,BEVERAGES,2536.0,13
2705080,2017-03-03,1,BOOKS,0.0,0
2705081,2017-03-03,1,BREAD/BAKERY,469.035,20
2705082,2017-03-03,1,CELEBRATION,22.0,0
2705083,2017-03-03,1,CLEANING,903.0,12
2705084,2017-03-03,1,DAIRY,890.0,31
2705085,2017-03-03,1,DELI,181.996,50
2705086,2017-03-03,1,EGGS,187.0,27
2705087,2017-03-03,1,FROZEN FOODS,142.0,2
2705088,2017-03-03,1,GROCERY I,3391.0,56
2705089,2017-03-03,1,GROCERY II,14.0,0
2705090,2017-03-03,1,HARDWARE,1.0,0
2705091,2017-03-03,1,HOME AND KITCHEN I,43.0,2
2705092,2017-03-03,1,HOME AND KITCHEN II,28.0,3
2705093,2017-03-03,1,HOME APPLIANCES,0.0,0
2705094,2017-03-03,1,HOME CARE,221.0,4
2705095,2017-03-03,1,LADIESWEAR,9.0,0
2705096,2017-03-03,1,LAWN AND GARDEN,18.0,0
2705097,2017-03-03,1,LINGERIE,14.0,0
2705098,2017-03-03,1,"LIQUOR,WINE,BEER",132.0,3
2705099,2017-03-03,1,MAGAZINES,4.0,0
2705100,2017-03-03,1,MEATS,562.386,49
2705101,2017-03-03,1,PERSONAL CARE,169.0,7
2705102,2017-03-03,1,PET SUPPLIES,13.0,0
2705103,2017-03-03,1,PLAYERS AND ELECTRONICS,6.0,0
2705104,2017-03-03,1,POULTRY,575.468,39
2705105,2017-03-03,1,PREPARED FOODS,125.555,1
2705106,2017-03-03,1,PRODUCE,2499.208,4
2705107,2017-03-03,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
2705108,2017-03-03,1,SEAFOOD,48.479,6
2706858,2017-03-04,1,AUTOMOTIVE,6.0,0
2706859,2017-03-04,1,BABY CARE,0.0,0
2706860,2017-03-04,1,BEAUTY,5.0,1
2706861,2017-03-04,1,BEVERAGES,2577.0,18
2706862,2017-03-04,1,BOOKS,1.0,0
2706863,2017-03-04,1,BREAD/BAKERY,453.046,17
2706864,2017-03-04,1,CELEBRATION,7.0,0
2706865,2017-03-04,1,CLEANING,752.0,10
2706866,2017-03-04,1,DAIRY,898.0,32
2706867,2017-03-04,1,DELI,132.485,0
2706868,2017-03-04,1,EGGS,172.0,1
2706869,2017-03-04,1,FROZEN FOODS,151.0,2
2706870,2017-03-04,1,GROCERY I,3002.0,55
2706871,2017-03-04,1,GROCERY II,26.0,0
2706872,2017-03-04,1,HARDWARE,6.0,0
2706873,2017-03-04,1,HOME AND KITCHEN I,43.0,1
2706874,2017-03-04,1,HOME AND KITCHEN II,55.0,2
2706875,2017-03-04,1,HOME APPLIANCES,0.0,0
2706876,2017-03-04,1,HOME CARE,211.0,6
2706877,2017-03-04,1,LADIESWEAR,18.0,0
2706878,2017-03-04,1,LAWN AND GARDEN,22.0,0
2706879,2017-03-04,1,LINGERIE,14.0,0
2706880,2017-03-04,1,"LIQUOR,WINE,BEER",115.0,4
2706881,2017-03-04,1,MAGAZINES,5.0,0
2706882,2017-03-04,1,MEATS,256.888,0
2706883,2017-03-04,1,PERSONAL CARE,133.0,5
2706884,2017-03-04,1,PET SUPPLIES,8.0,0
2706885,2017-03-04,1,PLAYERS AND ELECTRONICS,9.0,0
2706886,2017-03-04,1,POULTRY,253.77,0
2706887,2017-03-04,1,PREPARED FOODS,97.544,0
2706888,2017-03-04,1,PRODUCE,2622.777,5
2706889,2017-03-04,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
2706890,2017-03-04,1,SEAFOOD,34.016,0
2708640,2017-03-05,1,AUTOMOTIVE,0.0,0
2708641,2017-03-05,1,BABY CARE,0.0,0
2708642,2017-03-05,1,BEAUTY,1.0,0
2708643,2017-03-05,1,BEVERAGES,1039.0,12
2708644,2017-03-05,1,BOOKS,0.0,0
2708645,2017-03-05,1,BREAD/BAKERY,164.811,14
2708646,2017-03-05,1,CELEBRATION,2.0,0
2708647,2017-03-05,1,CLEANING,250.0,8
2708648,2017-03-05,1,DAIRY,345.0,23
2708649,2017-03-05,1,DELI,75.793,0
2708650,2017-03-05,1,EGGS,77.0,1
2708651,2017-03-05,1,FROZEN FOODS,50.0,2
2708652,2017-03-05,1,GROCERY I,1337.0,41
2708653,2017-03-05,1,GROCERY II,10.0,0
2708654,2017-03-05,1,HARDWARE,0.0,0
2708655,2017-03-05,1,HOME AND KITCHEN I,11.0,0
2708656,2017-03-05,1,HOME AND KITCHEN II,3.0,0
2708657,2017-03-05,1,HOME APPLIANCES,0.0,0
2708658,2017-03-05,1,HOME CARE,79.0,4
2708659,2017-03-05,1,LADIESWEAR,7.0,0
2708660,2017-03-05,1,LAWN AND GARDEN,5.0,0
2708661,2017-03-05,1,LINGERIE,1.0,0
2708662,2017-03-05,1,"LIQUOR,WINE,BEER",39.0,0
2708663,2017-03-05,1,MAGAZINES,5.0,0
2708664,2017-03-05,1,MEATS,101.709,0
2708665,2017-03-05,1,PERSONAL CARE,70.0,5
2708666,2017-03-05,1,PET SUPPLIES,2.0,0
2708667,2017-03-05,1,PLAYERS AND ELECTRONICS,5.0,0
2708668,2017-03-05,1,POULTRY,135.96,0
2708669,2017-03-05,1,PREPARED FOODS,44.276,0
2708670,2017-03-05,1,PRODUCE,1281.167,4
2708671,2017-03-05,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
2708672,2017-03-05,1,SEAFOOD,14.918,0
2710422,2017-03-06,1,AUTOMOTIVE,5.0,0
2710423,2017-03-06,1,BABY CARE,0.0,0
2710424,2017-03-06,1,BEAUTY,3.0,1
2710425,2017-03-06,1,BEVERAGES,1898.0,14
2710426,2017-03-06,1,BOOKS,0.0,0
2710427,2017-03-06,1,BREAD/BAKERY,428.57,16
2710428,2017-03-06,1,CELEBRATION,14.0,0
2710429,2017-03-06,1,CLEANING,819.0,10
2710430,2017-03-06,1,DAIRY,785.0,27
2710431,2017-03-06,1,DELI,154.674,0
2710432,2017-03-06,1,EGGS,133.0,1
2710433,2017-03-06,1,FROZEN FOODS,103.26,2
2710434,2017-03-06,1,GROCERY I,2819.0,39
2710435,2017-03-06,1,GROCERY II,24.0,0
2710436,2017-03-06,1,HARDWARE,1.0,0
2710437,2017-03-06,1,HOME AND KITCHEN I,6.0,2
2710438,2017-03-06,1,HOME AND KITCHEN II,26.0,3
2710439,2017-03-06,1,HOME APPLIANCES,0.0,0
2710440,2017-03-06,1,HOME CARE,221.0,6
2710441,2017-03-06,1,LADIESWEAR,17.0,0
2710442,2017-03-06,1,LAWN AND GARDEN,16.0,0
2710443,2017-03-06,1,LINGERIE,0.0,0
2710444,2017-03-06,1,"LIQUOR,WINE,BEER",68.0,1
2710445,2017-03-06,1,MAGAZINES,5.0,0
2710446,2017-03-06,1,MEATS,245.266,0
2710447,2017-03-06,1,PERSONAL CARE,147.0,4
2710448,2017-03-06,1,PET SUPPLIES,6.0,0
2710449,2017-03-06,1,PLAYERS AND ELECTRONICS,11.0,0
2710450,2017-03-06,1,POULTRY,282.758,0
2710451,2017-03-06,1,PREPARED FOODS,78.526,0
2710452,2017-03-06,1,PRODUCE,2482.341,5
2710453,2017-03-06,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
2710454,2017-03-06,1,SEAFOOD,19.717,0
2712204,2017-03-07,1,AUTOMOTIVE,3.0,0
2712205,2017-03-07,1,BABY CARE,0.0,0
2712206,2017-03-07,1,BEAUTY,3.0,1
2712207,2017-03-07,1,BEVERAGES,2625.0,9
2712208,2017-03-07,1,BOOKS,2.0,0
2712209,2017-03-07,1,BREAD/BAKERY,454.72,18
2712210,2017-03-07,1,CELEBRATION,7.0,0
2712211,2017-03-07,1,CLEANING,1234.0,10
2712212,2017-03-07,1,DAIRY,748.0,30
2712213,2017-03-07,1,DELI,156.803,1
2712214,2017-03-07,1,EGGS,153.0,1
2712215,2017-03-07,1,FROZEN FOODS,94.0,2
2712216,2017-03-07,1,GROCERY I,4917.0,41
2712217,2017-03-07,1,GROCERY II,19.0,0
2712218,2017-03-07,1,HARDWARE,2.0,0
2712219,2017-03-07,1,HOME AND KITCHEN I,6.0,1
2712220,2017-03-07,1,HOME AND KITCHEN II,52.0,2
2712221,2017-03-07,1,HOME APPLIANCES,0.0,0
2712222,2017-03-07,1,HOME CARE,261.0,5
2712223,2017-03-07,1,LADIESWEAR,16.0,0
2712224,2017-03-07,1,LAWN AND GARDEN,18.0,0
2712225,2017-03-07,1,LINGERIE,16.0,0
2712226,2017-03-07,1,"LIQUOR,WINE,BEER",85.0,1
2712227,2017-03-07,1,MAGAZINES,3.0,0
2712228,2017-03-07,1,MEATS,299.861,1
2712229,2017-03-07,1,PERSONAL CARE,200.0,4
2712230,2017-03-07,1,PET SUPPLIES,10.0,0
2712231,2017-03-07,1,PLAYERS AND ELECTRONICS,13.0,0
2712232,2017-03-07,1,POULTRY,333.712,0
2712233,2017-03-07,1,PREPARED FOODS,137.363,0
2712234,2017-03-07,1,PRODUCE,2399.11,5
2712235,2017-03-07,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
2712236,2017-03-07,1,SEAFOOD,32.021,0
2713986,2017-03-08,1,AUTOMOTIVE,3.0,0
2713987,2017-03-08,1,BABY CARE,0.0,0
2713988,2017-03-08,1,BEAUTY,4.0,1
2713989,2017-03-08,1,BEVERAGES,2266.0,12
2713990,2017-03-08,1,BOOKS,0.0,0
2713991,2017-03-08,1,BREAD/BAKERY,447.205,18
2713992,2017-03-08,1,CELEBRATION,17.0,0
2713993,2017-03-08,1,CLEANING,720.0,12
2713994,2017-03-08,1,DAIRY,854.0,32
2713995,2017-03-08,1,DELI,140.254,1
2713996,2017-03-08,1,EGGS,168.0,1
2713997,2017-03-08,1,FROZEN FOODS,126.806,2
2713998,2017-03-08,1,GROCERY I,3218.0,40
2713999,2017-03-08,1,GROCERY II,32.0,0
2714000,2017-03-08,1,HARDWARE,3.0,0
2714001,2017-03-08,1,HOME AND KITCHEN I,13.0,0
2714002,2017-03-08,1,HOME AND KITCHEN II,27.0,3
2714003,2017-03-08,1,HOME APPLIANCES,1.0,0
2714004,2017-03-08,1,HOME CARE,203.0,4
2714005,2017-03-08,1,LADIESWEAR,18.0,0
2714006,2017-03-08,1,LAWN AND GARDEN,23.0,7
2714007,2017-03-08,1,LINGERIE,4.0,0
2714008,2017-03-08,1,"LIQUOR,WINE,BEER",119.0,0
2714009,2017-03-08,1,MAGAZINES,6.0,0
2714010,2017-03-08,1,MEATS,275.203,0
2714011,2017-03-08,1,PERSONAL CARE,142.0,5
2714012,2017-03-08,1,PET SUPPLIES,4.0,0
2714013,2017-03-08,1,PLAYERS AND ELECTRONICS,12.0,0
2714014,2017-03-08,1,POULTRY,352.375,0
2714015,2017-03-08,1,PREPARED FOODS,93.276,1
2714016,2017-03-08,1,PRODUCE,3922.882,223
2714017,2017-03-08,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
2714018,2017-03-08,1,SEAFOOD,32.725,0
2715768,2017-03-09,1,AUTOMOTIVE,4.0,0
2715769,2017-03-09,1,BABY CARE,0.0,0
2715770,2017-03-09,1,BEAUTY,2.0,0
2715771,2017-03-09,1,BEVERAGES,2084.0,25
2715772,2017-03-09,1,BOOKS,1.0,0
2715773,2017-03-09,1,BREAD/BAKERY,336.09,4
2715774,2017-03-09,1,CELEBRATION,26.0,0
2715775,2017-03-09,1,CLEANING,677.0,5
2715776,2017-03-09,1,DAIRY,721.0,27
2715777,2017-03-09,1,DELI,133.116,2
2715778,2017-03-09,1,EGGS,114.0,0
2715779,2017-03-09,1,FROZEN FOODS,148.48,1
2715780,2017-03-09,1,GROCERY I,2700.0,28
2715781,2017-03-09,1,GROCERY II,49.0,0
2715782,2017-03-09,1,HARDWARE,1.0,0
2715783,2017-03-09,1,HOME AND KITCHEN I,13.0,0
2715784,2017-03-09,1,HOME AND KITCHEN II,25.0,2
2715785,2017-03-09,1,HOME APPLIANCES,1.0,0
2715786,2017-03-09,1,HOME CARE,159.0,3
2715787,2017-03-09,1,LADIESWEAR,8.0,0
2715788,2017-03-09,1,LAWN AND GARDEN,21.0,0
2715789,2017-03-09,1,LINGERIE,12.0,0
2715790,2017-03-09,1,"LIQUOR,WINE,BEER",63.0,0
2715791,2017-03-09,1,MAGAZINES,4.0,0
2715792,2017-03-09,1,MEATS,446.685,0
2715793,2017-03-09,1,PERSONAL CARE,131.0,2
2715794,2017-03-09,1,PET SUPPLIES,8.0,0
2715795,2017-03-09,1,PLAYERS AND ELECTRONICS,2.0,0
2715796,2017-03-09,1,POULTRY,209.858,0
2715797,2017-03-09,1,PREPARED FOODS,116.294,0
2715798,2017-03-09,1,PRODUCE,2356.113,1
2715799,2017-03-09,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
2715800,2017-03-09,1,SEAFOOD,32.707,0
2717550,2017-03-10,1,AUTOMOTIVE,3.0,0
2717551,2017-03-10,1,BABY CARE,0.0,0
2717552,2017-03-10,1,BEAUTY,2.0,0
2717553,2017-03-10,1,BEVERAGES,2418.0,29
2717554,2017-03-10,1,BOOKS,2.0,0
2717555,2017-03-10,1,BREAD/BAKERY,436.295,3
2717556,2017-03-10,1,CELEBRATION,22.0,0
2717557,2017-03-10,1,CLEANING,733.0,7
2717558,2017-03-10,1,DAIRY,858.0,29
2717559,2017-03-10,1,DELI,188.0,53
2717560,2017-03-10,1,EGGS,150.0,28
2717561,2017-03-10,1,FROZEN FOODS,129.0,2
2717562,2017-03-10,1,GROCERY I,2966.0,28
2717563,2017-03-10,1,GROCERY II,38.0,0
2717564,2017-03-10,1,HARDWARE,0.0,0
2717565,2017-03-10,1,HOME AND KITCHEN I,9.0,0
2717566,2017-03-10,1,HOME AND KITCHEN II,21.0,2
2717567,2017-03-10,1,HOME APPLIANCES,1.0,0
2717568,2017-03-10,1,HOME CARE,173.0,4
